Title,Salary,Company,Contract,Location,Sector,Url,Date,Description,Duration,Keyword,Site
Underwriting Data Scientist - Intern,"Salaire :
Non spécifié",DESCARTES UNDERWRITING,Stage,Paris,"Intelligence artificielle / Machine Learning, Assurance, FinTech / InsurTech",https://careers.descartesunderwriting.com/jobs/2068687-underwriting-data-scientist-intern/applications/new,2024/02/02,"ABOUT DESCARTES UNDERWRITINGDescartes was born out of the conviction that climate change calls for a revolutionary approach in insurance to better protect corporations, governments, and vulnerable communities. We offer a new generation of parametric insurance that builds resilience against the full spectrum of climate and emerging risks. Utilizing Machine Learning and real-time monitoring from satellite imagery & IoT, our state-of-the-art climate tech provides innovative coverage for all trade sectors in all regions of the world. After a successful Series B raise of $120M USD, Descartes Underwriting is proud to be recognized among the French Tech Next40 and launched Descartes Insurance, a ‘full stack’ insurer licensed to underwrite risk by the French Regulator (ACPR). With a growing corporate client base (350+ and counting) - our diverse team is headquartered in Paris and operates out of our 13 global offices in North America, Europe, Australia, Singapore, Hong Kong and Japan.ABOUT YOUR ROLEDue to rapid growth, we are seeking to expand our Underwriting team and we are looking for a Data Scientist Intern (end of study). At the core of our company’s strategy, your missions will focus on making direct contributions to the development of new climate models of forecasting tools :",6 mois,data science,Welcome to the Jungle
Senior Data Scientist F/H,"Salaire :
50K à 60K €",PASS CULTURE,CDI,Paris,"Application mobile, Musées / Institutions culturelles, Théâtre, Cinéma, Musique",https://www.welcometothejungle.com/fr/companies/pass-culture/jobs/senior-data-scientist-f-h_paris?q=5c6acf1aeb7c9f24b77f52e99cff688f&o=fd523641-655d-406f-a2fb-887f691b56c3,2024/02/02,"L’équipe Data 🧑‍💻Faisant partie intégrante du pass Culture, le pôle data comprend des data analysts, data scientists et data engineers, sous la coordination du responsable data.Notre mission : collecter, transformer et diffuser les données liées au pass Culture. Nous analysons ces données pour mieux comprendre les usages des jeunes, répondre aux demandes de l’organisation et ainsi piloter et améliorer l’activité du pass Culture.Nous développons par ailleurs des algorithmes (personnalisation, recommandation, fraude, …) afin de proposer des offres culturelles pertinentes et variées.Prêt.e à embarquer pour des défis passionnants en participant pleinement à une mission d’intérêt général, qui touche des millions de jeunes avec le plus grand catalogue d’offres culturelles en France ?Le Poste 🎯En tant que Senior data scientist, tu joueras un rôle essentiel au sein de l’équipe data. En étroite collaboration avec nos équipes tech, produit et développement, tu contribueras à mettre en place des outils data pour répondre aux besoins diversifiés des équipes du pass Culture. Tu auras également la responsabilité de soutenir l’équipe à travers ton expertise technique.",Undetermined,data science,Welcome to the Jungle
Data Scientist – CDI,"Salaire :
Non spécifié",WEBYN,CDI,Paris,"Intelligence artificielle / Machine Learning, SaaS / Cloud Services, AdTech / MarTech",https://www.welcometothejungle.com/fr/companies/webyn/jobs/data-scientist_paris?q=5c6acf1aeb7c9f24b77f52e99cff688f&o=40f1c897-b693-422d-b30c-b57b2feb01f2,2024/02/01,"On est à la recherche d’un(e) Data Scientist motivé(e) qui adore utiliser les données pour guider les choix business et résoudre des problèmes complexes. Si tu as de l’expérience dans l’analyse de gros jeux de données, et une bonne compréhension des algorithmes d’apprentissage automatique, c’est toi qu’on veut. Tu participeras à la recherche et au développement de nos algorithmes d’optimisation, en collaboration avec les équipes produit et dev. Ton objectif ultime ? Créer un modèle pour afficher le bon contenu au bon visiteur en temps réel.Au sein de Webyn, tes missions seront de :Collecter, analyser et interpréter de gros volumes de donnéesImplémenter un modèle de machine learning pour personnaliser, en temps réel, l’expérience visiteur sur les sites de nos clientsImplémenter des algorithmes de génération automatique de contenuCollaborer avec les équipes produits et plateforme pour développer de nouvelles fonctionnalitésPrésenter les résultats et faire des recommandations aux équipes et aux clients👫 Ta future équipe :Tu seras rattaché(e) à Marie, Head of Data, ta future N+12 Developers / 2 Data (Recrutements en cours) + Vincent (CEO, CPO & CTO)",Undetermined,data science,Welcome to the Jungle
Data Scientist – Stage,"Salaire :
Non spécifié",WEBYN,Stage,Paris,"Intelligence artificielle / Machine Learning, SaaS / Cloud Services, AdTech / MarTech",https://www.welcometothejungle.com/fr/companies/webyn/jobs/data-scientist-stage_paris?q=5c6acf1aeb7c9f24b77f52e99cff688f&o=7d1801b4-cc33-4023-bce2-5ea3121539bf,2024/02/01,"On est à la recherche d’un(e) stagiaire Data Scientist hyper motivé(e) qui adore utiliser les données pour guider les choix business et résoudre des problèmes complexes. Si tu as de l’expérience dans l’analyse de gros jeux de données, et une bonne compréhension des algorithmes d’apprentissage automatique, c’est toi qu’on veut. Tu participeras à la recherche et au développement de nos algorithmes d’optimisation, en collaboration avec les équipes produit et dev. Ton objectif ultime ? Créer un modèle pour afficher le bon contenu au bon visiteur en temps réel.Au sein de Webyn, tes missions seront de :Collecter, analyser et interpréter de gros volumes de donnéesParticiper à l’implémentation d’un modèle de machine learning pour personnaliser, en temps réel, l’expérience visiteur sur les sites de nos clientsParticiper à l’implémentation d’algorithmes de génération automatique de contenuCollaborer avec les équipes produits et plateforme pour développer de nouvelles fonctionnalitésPrésenter les résultats et faire des recommandations aux équipes et aux clients👫 Ta future équipe :Tu seras rattaché(e) à Marie, Head of Data, ta future N+1",5 à 6 mois,data science,Welcome to the Jungle
Expert Data Science & IA F/H,"Salaire :
40K à 50K €",ORANGE,CDI,Rennes,"Objets connectés, Big Data, Electronique / Télécommunications",http://app.mytalentplug.com/redirection.aspx?ojid=765q45fOu9zSkcRkQxtFAg==,2024/02/01,"Au sein de cette agence, vous occuperez le poste d’Expert Data Science et Intelligence ArtificielleVotre rôle, basé sur les 5 piliers de l’agence sera de :Réaliser des missions de conseil et deliveryÊtre capable de concevoir et construire un projet à partir des éléments suivants :Un ou plusieurs environnement(s) Cloud (Azure, GCP, AWS)Les principes DevOps / DataOps / MLOpsUn ou plusieurs langages / outils / services autour de l’IA et de la data (Python, Dataiku, API, MLFlow , Databricks, OpenAI, …)Conseiller dans le choix des solutions et la création des algorithmes : chiffrage, analyse des impacts fonctionnels et techniquesCoordonner les équipes et intervenir en support auprès des consultantsContribuer à l’animation des ExpertsAnimer et participer activement au développement de l’agence, au partage des bonnes pratiques, connaissances et retours d’expérience au service des collaborateursPiloter les montées en compétences et le passage des certifications de l’offre sur l’ensemble de la régionContribuer au recrutement des équipes du pôleÊtre en support avant-venteDétecter les opportunités commerciales des projets sur lesquels vous interviendrezAccompagner les commerciaux lors des qualifications et des réponses aux appels d’offresContribuer à la cohérence et la déclinaison régionale des partenariats avec les partenaires technologiques de l’offre Data Science & IAInnoverParticiper à la création d’offres régionales ou nationalesAssurer une veille constante des évolutions technologiquesConstruire des démonstrateurs mettant en avant notre savoir-faireEvangéliserReprésenter Orange Digital Services lors de différents évènements : salons, webinaires internes et externesContribuer à la rédaction de livres blancs, articles, …Animer des séminaires / comités clients afin de les acculturer sur nos offres",Undetermined,data science,Welcome to the Jungle
Stage - Data Analyst - Marketing F/H,"Salaire :
Non spécifié",ORANGE,Stage,Bordeaux,"Objets connectés, Big Data, Electronique / Télécommunications",http://app.mytalentplug.com/redirection.aspx?ojid=mlsWQhmI3q7NBLvmCke21A==,2024/02/01,"Sur le périmètre de l’Agence ProPME Grand Sud-Ouest, vous intégrerez la direction marketing opérationnel et études data pour l’accompagner sur ses projets.En tant que Data Analyst, vous exploiterez des données existantes sur l’écosystème de la vente et proposerez des plans d’actions en lien avec vos analyses. Vous réaliserez, par exemple, des analyses sur l’évolution du Chiffre d’affaires et la déformation sur notre modèle de vente et territoire GSO ( grand-sud-ouest), des analyses sectorielles ou proposerez une segmentation client. Votre serez chargé principalement le profil des clients dans le but de comprendre comment dégager de la valeur. L’objectif est de faciliter la prise de décision pour développer la couverture de nos clients en Portefeuille vendeur et le chiffre d’affaires sur clients Pro PME.",6 mois,data science,Welcome to the Jungle
Data Scientist (F/H) - en Alternance,"Salaire :
Non spécifié",CARREFOUR,Alternance,Massy,"Grande distribution, E-commerce, Grande consommation",https://www.aplitrak.com/?adid=Q2hhcmxpbmUuR3VpbGxvdC45MTU5NS45MzgwQGNhcnJlZm91ci5hcGxpdHJhay5jb20,2024/02/01,"Porteuse de cette ambition, le Datalab Services Financiers et Marchands du groupe Carrefour recrute, dans le cadre de l'essor digital du groupe, un(e) :Data Scientist (F/H) - en AlternanceContexteCette mission intervient dans le cadre du partenariat Carrefour-Google pour les cas d'usages data et prend place au cœur du projet dédié à la transformation digitale.Vous aurez l'occasion de participer aux innovations du Groupe Carrefour à travers l'exploration de source de données très riche, d'établir de solides modèles de scoring, et de contribuer à l'innovation du Groupe Carrefour. Parmi les principaux interlocuteurs dans le cadre de cette mission, on compte :Le pôle Data des différents départements / paysLe pôle Marketing France et International, le E-CommerceLe Lab Carrefour-Google, dans le cadre du partenariat pour la transformation digitale🎯 Les missionsFaire le lien entre les données des différents services financiers, et le départementfidélité",12 mois,data science,Welcome to the Jungle
Data scientist H/F,"Salaire :
Non spécifié",DIRECTION INTERMINISTÉRIELLE DU NUMÉRIQUE (DINUM) – SERVICE DU PREMIER MINISTRE,CDD / Temporaire,Paris,Administration publique,https://www.welcometothejungle.com/fr/companies/dinum/jobs/data-scientist-h-f_paris_DIDNDSDPM_OZZKdOa?q=5c6acf1aeb7c9f24b77f52e99cff688f&o=cf98d29e-57bc-4171-b2af-aef6d40c1db1,2024/02/01,"Au sein du Datalab, le data scientist (F/H) travaille avec un product owner, un data scientist senior, des ingénieurs et un analyste de données pour développer des cas d’usages mobilisant des données et à fort impact.Au sein d’une équipe produit suivant la méthode agile, vous aurez pour mission d’opérer l’analyse des données et développer des modèles et des algorithmes.Vous serez chargé(e) de :Développer des analyses, des traitements, des modèles et des algorithmes sur les données manipulées dans le cadre des cas d’usage incubés dans le Datalab afin de répondre aux besoins métiers identifiésVeiller à ce que les outils et traitements développés dans le cadre du Datalab soient transférables aux entités chargées de les exécuter en production dans les administrations lorsque les cas d’usage data ont démontré leur impact et sont finalisésMener une veille technologique active pour mobiliser les meilleures technologies.Au cours de la réalisation de vos missions, vous devrez être en veille permanente pour détecter des projets à impact à valoriser ou à accompagner.L’agent(e) peut par ailleurs être amené(e) à renforcer ponctuellement les autres agents du département suivant l’intérêt du service.",12 à 36 mois,data science,Welcome to the Jungle
Data scientist H/F,"Salaire :
Non spécifié",DIRECTION INTERMINISTÉRIELLE DU NUMÉRIQUE (DINUM) – SERVICE DU PREMIER MINISTRE,CDD / Temporaire,Paris,Administration publique,https://www.welcometothejungle.com/fr/companies/dinum/jobs/data-scientist-h-f_paris_DIDNDSDPM_qgbeZNg?q=5c6acf1aeb7c9f24b77f52e99cff688f&o=5afd4a61-988e-419b-b5f7-19844c5677c5,2024/02/01,"Au sein du Datalab, le data scientist (F/H) travaille avec un product owner, un data scientist senior, des ingénieurs et un analyste de données pour développer des cas d’usages mobilisant des données et à fort impact.Au sein d’une équipe produit suivant la méthode agile, vous aurez pour mission d’opérer l’analyse des données et développer des modèles et des algorithmes.Vous serez chargé(e) de :Développer des analyses, des traitements, des modèles et des algorithmes sur les données manipulées dans le cadre des cas d’usage incubés dans le Datalab afin de répondre aux besoins métiers identifiésVeiller à ce que les outils et traitements développés dans le cadre du Datalab soient transférables aux entités chargées de les exécuter en production dans les administrations lorsque les cas d’usage data ont démontré leur impact et sont finalisésMener une veille technologique active pour mobiliser les meilleures technologies.Au cours de la réalisation de vos missions, vous devrez être en veille permanente pour détecter des projets à impact à valoriser ou à accompagner.L’agent(e) peut par ailleurs être amené(e) à renforcer ponctuellement les autres agents du département suivant l’intérêt du service.",12 à 36 mois,data science,Welcome to the Jungle
Data Scientist,"Salaire :
Non spécifié",FINOVOX,Stage,Paris,"Logiciels, Intelligence artificielle / Machine Learning, SaaS / Cloud Services",https://www.welcometothejungle.com/fr/companies/finovox/jobs/data-scientist_paris_FINOV_mrMp277?q=5c6acf1aeb7c9f24b77f52e99cff688f&o=642beb99-c6c0-4b14-8be4-be712bf201a3,2024/02/01,"💻 À proposFinovox est une start-up en forte croissance spécialisée dans la lutte contre la fraude documentaire. Nous développons un outil de détection automatique de fraude sur les documents, basée sur de l’IA à l’état de l’art. Chez Finovox l’IA n’est pas une fonctionnalité annexe, c’est le coeur de notre produit et toute l’équipe tech est entièrement dédiée à innover dans ce domaine.La solution est mise à disposition des acteurs bancaires et d’assurances qui subissent 10 milliards € de préjudice par an en France et plus récemment à d’autres secteurs : services publics, sociétés de recrutements, agences immobilières, agences d’intérims, télécoms…Finovox travaille avec des sociétés françaises très variées allant de la PME aux grands groupes et a pour ambition de se développer en Europe et aux États-Unis.💰 FinancementAprès une première levée de fonds en 2021 avec le Président de Wikipédia et l’AU Group, Finovox booste sa croissance grâce à une deuxième levée de fonds finalisée en mai 2022 avec des C-levels de grands groupes internationaux, des entrepreneurs à succès, Shapr Ventures et la BPI.🚀 L’équipe",4 à 6 mois,data science,Welcome to the Jungle
