Title,Salary,Company,Contract,Location,Sector,Url,Date,Description,Duration,Keyword,Site
Senior Data Scientist,"Salaire :
Non spécifié",MIRAKL,CDI,Bordeaux,"SaaS / Cloud Services, E-commerce",https://boards.greenhouse.io/mirakllabs/jobs/4537819004?gh_src=8d2a8e8c4us,2024/01/17,"Mirakl, leader et pionnier de l’économie de plateforme, propose aux entreprises une suite unique de solutions leur permettant de transformer significativement leur e-commerce afin d'accélérer de façon durable et rentable leur croissance. Depuis 2012, Mirakl accompagne les entreprises B2C et B2B avec la technologie la plus avancée, sécurisée et évolutive leur permettant de digitaliser leur activité et d'élargir leur offre via la marketplace ou le dropship, faciliter la gestion des catalogues et des paiements de leurs fournisseurs pour plus d'efficacité, offrir une expérience d'achat personnalisée à leurs clients, et augmenter leurs profits grâce au retail media. Basée à Paris et Boston, Mirakl est certifiée Great Place to Work.A propos de Mirakl LabsNos équipes techniques et produits, nommées Mirakl Labs, sont principalement réparties entre nos 2 hubs situés à Paris et à Bordeaux. Elles collaborent au quotidien afin d'adresser les problématiques de nos clients et utilisateurs en répondant à différents challenges liés aux nouvelles fonctionnalités, à la scalabilité, la sécurité et l’ergonomie…Elles opèrent en mode agile et s'organisent en Squads composées d'un Squad Lead, de 5 développeurs, d'un Product Manager et d'un QA. Chaque Squad est spécialisée sur un scope fonctionnel afin de concevoir et réaliser de nouvelles features, leurs évolutions et des APIs (avec un découpage en micro-services). Nos équipes Infrastructure, Architecture, Sécurité, Documentation, Product Design, Data et Support opèrent en transverse en apportant leur expertise et de la cohérence sur l’ensemble des produits.",Undetermined,data science,Welcome to the Jungle
Senior Data Scientist,"Salaire :
Non spécifié",MIRAKL,CDI,Paris,"SaaS / Cloud Services, E-commerce",https://boards.greenhouse.io/mirakllabs/jobs/4594654004?gh_src=8d2a8e8c4us,2024/01/17,"Mirakl, leader et pionnier de l’économie de plateforme, propose aux entreprises une suite unique de solutions leur permettant de transformer significativement leur e-commerce afin d'accélérer de façon durable et rentable leur croissance. Depuis 2012, Mirakl accompagne les entreprises B2C et B2B avec la technologie la plus avancée, sécurisée et évolutive leur permettant de digitaliser leur activité et d'élargir leur offre via la marketplace ou le dropship, faciliter la gestion des catalogues et des paiements de leurs fournisseurs pour plus d'efficacité, offrir une expérience d'achat personnalisée à leurs clients, et augmenter leurs profits grâce au retail media. Basée à Paris et Boston, Mirakl est certifiée Great Place to Work.A propos de Mirakl LabsNos équipes techniques et produits, nommées Mirakl Labs, sont principalement réparties entre nos 2 hubs situés à Paris et à Bordeaux. Elles collaborent au quotidien afin d'adresser les problématiques de nos clients et utilisateurs en répondant à différents challenges liés aux nouvelles fonctionnalités, à la scalabilité, la sécurité et l’ergonomie…Elles opèrent en mode agile et s'organisent en Squads composées d'un Squad Lead, de 5 développeurs, d'un Product Manager et d'un QA. Chaque Squad est spécialisée sur un scope fonctionnel afin de concevoir et réaliser de nouvelles features, leurs évolutions et des APIs (avec un découpage en micro-services). Nos équipes Infrastructure, Architecture, Sécurité, Documentation, Product Design, Data et Support opèrent en transverse en apportant leur expertise et de la cohérence sur l’ensemble des produits.",Undetermined,data science,Welcome to the Jungle
Senior Data Scientist,"Salaire :
Non spécifié",MIRAKL,CDI,Paris,"SaaS / Cloud Services, E-commerce",https://boards.greenhouse.io/mirakllabs/jobs/4537814004?gh_src=8d2a8e8c4us,2024/01/17,"Mirakl, leader et pionnier de l’économie de plateforme, propose aux entreprises une suite unique de solutions leur permettant de transformer significativement leur e-commerce afin d'accélérer de façon durable et rentable leur croissance. Depuis 2012, Mirakl accompagne les entreprises B2C et B2B avec la technologie la plus avancée, sécurisée et évolutive leur permettant de digitaliser leur activité et d'élargir leur offre via la marketplace ou le dropship, faciliter la gestion des catalogues et des paiements de leurs fournisseurs pour plus d'efficacité, offrir une expérience d'achat personnalisée à leurs clients, et augmenter leurs profits grâce au retail media. Basée à Paris et Boston, Mirakl est certifiée Great Place to Work.A propos de Mirakl LabsNos équipes techniques et produits, nommées Mirakl Labs, sont principalement réparties entre nos 2 hubs situés à Paris et à Bordeaux. Elles collaborent au quotidien afin d'adresser les problématiques de nos clients et utilisateurs en répondant à différents challenges liés aux nouvelles fonctionnalités, à la scalabilité, la sécurité et l’ergonomie…Elles opèrent en mode agile et s'organisent en Squads composées d'un Squad Lead, de 5 développeurs, d'un Product Manager et d'un QA. Chaque Squad est spécialisée sur un scope fonctionnel afin de concevoir et réaliser de nouvelles features, leurs évolutions et des APIs (avec un découpage en micro-services). Nos équipes Infrastructure, Architecture, Sécurité, Documentation, Product Design, Data et Support opèrent en transverse en apportant leur expertise et de la cohérence sur l’ensemble des produits.",Undetermined,data science,Welcome to the Jungle
[SFR] Administrateur Système Infrastructure Data-Science H/F,"Salaire :
Non spécifié",ALTICE FRANCE SFR RMC BFM,CDD / Temporaire,Paris,"Média, Télévision / Production audiovisuelle, Electronique / Télécommunications",https://recrutement.sfr.com/offer/view/172573,2024/01/17,"Intitulé du posteAu sein de la direction B2C Grand Public de SFR, vous intégrez la direction SFR Analytics qui a pour objectif de fédérer les compétences et développer les activités de SFR dans le domaine du Big Data, de l'IA et de l'analyse des données de ses clients.Lors de votre mission, vous interviendrez auprès des pôles d'expertises de Data-Science et de Gouvernance de la donnée, en interaction avec les équipes SI, pour effectuer du support et du développement sur une infrastructure virtualisée orientée Data-Science. Vous en assurerez la maintenance, les évolutions et le support aux utilisateurs.Vous aurez pour objectifs de mener à bien les fonctions suivantes : Gestion de l'infrastructure :Appréhender la virtualisation avec QEMU-KVM (Red Hat) et Hyper-V (Microsoft)Comprendre les architectures de Conception, Validation et ProductionGérer les allocations de ressources des machines virtuellesGérer les espaces disques disponibles sur les machines physiquesSolliciter les utilisateurs en cas d'incidents liés à leur usage ; leur expliciter les bonnes pratiques et vérifier la bonne application",Undetermined,data science,Welcome to the Jungle
Consultant Confirmé Data Science (H/F),"Salaire :
Non spécifié",EPSILON FRANCE,CDI,Paris,"Digital Marketing / Data Marketing, Big Data, AdTech / MarTech",https://jobs.smartrecruiters.com/PublicisGroupe/743999943186252-consultant-confirme-data-science-h-f-?oga=true,2024/01/17,"Vous intégrerez le Pôle Data Science, constitué de 90 personnes intervenant directement chez le client ou depuis le siège.Nous accompagnons nos clients sur toutes les problématiques métier qui touchent à la Data :- La connaissance client pour accompagner les annonceurs dans la personnalisation et l’optimisation du parcours client (dont la mise en place d’outils de modélisation tels que des segmentations, scores…)-  L’Intelligence Artificielle et la Data Science pour mettre en place des outils permettant d’optimiser les processus d’entreprises et proposer de nouveaux services apporteurs de valeur-  Le développement de l’insight sur des données CRM, Digitales et Média pour apporter une vision 360 aux annonceurs afin de les aider dans leur prise de décision, dans leurs choix d’investissements médias et digitaux (modèles d’attributions et de contribution, MMM…) et dans le développement d’outils permettant d’acquérir des nouvelles cibles à travers des analyses de parcours et des look alike.Nous recherchons aujourd’hui un(e) Consultant(e) Confirmé Data Science (H/F).Dans ce cadre, vos principales missions seront les suivantes :−       Crunchez, analysez et exploitez tous types de données (CRM, Produits, Digitales, Logistique, Yield, Open data…),",Undetermined,data science,Welcome to the Jungle
Consultant Sénior Data Science (H/F),"Salaire :
Non spécifié",EPSILON FRANCE,CDI,Paris,"Digital Marketing / Data Marketing, Big Data, AdTech / MarTech",https://jobs.smartrecruiters.com/PublicisGroupe/743999929305654-consultant-senior-data-science-h-f-?oga=true,2024/01/17,"Vous intégrerez le Pôle Data Science, constitué de 90 personnes intervenant directement chez le client ou depuis le siège.Nous accompagnons nos clients sur toutes les problématiques métier qui touchent à la Data :- La connaissance client pour accompagner les annonceurs dans la personnalisation et l’optimisation du parcours client (dont la mise en place d’outils de modélisation tels que des segmentations, scores…)- L’Intelligence Artificielle et la Data Science pour mettre en place des outils permettant d’optimiser les processus d’entreprise et proposer de nouveaux services apporteurs de valeur- Le développement de l’insight sur des données CRM, Digitales et Média pour apporter une vision 360 aux annonceurs afin de les aider dans leur prise de décision, dans leurs choix d’investissement média et digitaux (modèles d’attributions et de contribution, MMM…) et dans le développement d’outils permettant d’acquérir des nouvelles cibles à travers des analyses de parcours et des look alike.Nous recherchons aujourd’hui un(e) Consultant Sénior Data Science (H/F).Dans ce cadre, vos principales missions seront les suivantes :−       Crunchez, analysez et exploitez tous types de données (CRM, Produits, Digitales, Logistique, Yield, Open data…),",Undetermined,data science,Welcome to the Jungle
Senior Manager Data Science (H/F),"Salaire :
Non spécifié",EPSILON FRANCE,CDI,Wasquehal,"Digital Marketing / Data Marketing, Big Data, AdTech / MarTech",https://jobs.smartrecruiters.com/PublicisGroupe/743999929381373-senior-manager-data-science-h-f-?oga=true,2024/01/17,"Le pôle Data Sciences constitué d’environ 90 personnes sur 2 sites (Paris et Lille).Nous accompagnons nos clients sur toutes les problématiques métier qui touchent à la Data :➢ La connaissance client pour aider les annonceurs dans la personnalisation et l’optimisation du parcours client en capitalisant sur l’analyse de la données et la modélisation : Analyse du comportement d’achat des clients, construction de segmentations clients, scores d’appétence, de churn, analyses de sentiments, prévisions➢ L’Intelligence Artificielle pour mettre en place des outils permettant d’optimiser les processus d’entreprise et proposer de nouveaux services apporteurs de valeur : moteurs de recommandation, Moteur de routage automatique d’emails, prédictions de ventes pour optimiser les capacités nécessaires…➢ L’optimisation de l’efficacité et de la performance des entreprises en apportant une vision 360 aux annonceurs par l’analyse des données CRM, Digitales et Média et en les aidant dans leur prise de décision, dans leurs choix d’investissement média et digitaux : modèles d’attributions et de contribution, Marketing Mix Modeling, analyse de sites ecommerce, analyse omnicanale… et dans le développement d’outils leur permettant d’acquérir des nouvelles cibles à travers des analyses de parcours et des look alike.Nous recherchons un Sénior Manager Data Sciences pour piloter les équipes lilloises. ",Undetermined,data science,Welcome to the Jungle
Manager Data Science – Lead Digital et Média (H/F),"Salaire :
Non spécifié",EPSILON FRANCE,CDI,Paris,"Digital Marketing / Data Marketing, Big Data, AdTech / MarTech",https://jobs.smartrecruiters.com/PublicisGroupe/743999929694438-manager-data-science-lead-digital-et-media-h-f-?oga=true,2024/01/17,"Le pôle Data Sciences constitué d’environ 90 personnes sur 2 sites (Paris et Lille).Nous accompagnons nos clients sur toutes les problématiques métier qui touchent à la Data :La connaissance client pour aider les annonceurs dans la personnalisation et l’optimisation du parcours client en capitalisant sur l’analyse de la données et la modélisation : Analyse du comportement d’achat des clients, construction de segmentations clients, scores d’appétence, de churn, analyses de sentiments, prévisionsL’Intelligence Artificielle pour mettre en place des outils permettant d’optimiser les processus d’entreprise et proposer de nouveaux services apporteurs de valeur : moteurs de recommandation ou de substitution, Moteur de routage automatique d’emails, prédictions de ventes pour optimiser les capacités nécessaires…L’optimisation de l’efficacité et de la performance des entreprises en apportant une vision 360 aux annonceurs par l’analyse des données CRM, Digitales et Média et en les aidant dans leur prise de décision, dans leurs choix d’investissement média et digitaux : modèles d’attributions et de contribution, Marketing Mix Modeling, analyse de sites e-commerce, analyse omnicanale… et dans le développement d’outils leur permettant d’acquérir des nouvelles cibles à travers des analyses de parcours et des look alike.Nous recherchons un Manager Data Sciences sur les problématiques Digitales et Média.",Undetermined,data science,Welcome to the Jungle
Expert Data Science – Lead Digital & Média (H/F),"Salaire :
Non spécifié",EPSILON FRANCE,CDI,Paris,"Digital Marketing / Data Marketing, Big Data, AdTech / MarTech",https://jobs.smartrecruiters.com/PublicisGroupe/743999929696363-expert-data-science-lead-digital-media-h-f-?oga=true,2024/01/17,"En tant qu’expert Data Science sur les problématiques digitales, vous avez un rôle majeur dans l’équipe Data Sciences et au sein d’Epsilon. Vous portez les offres autour de l’analyse de parcours clients, l’attribution et la contribution des leviers digitaux aux ventes, leur mesure de performance, l’analyse du funnel digital, la segmentation d’audiences.Vous intervenez en avant-vente pour répondre aux besoins clients et vous prenez en charge la réalisation des projets et la montée en compétence des équipes sur ces sujets.Vous réalisez une veille sur ces problématiques pour garantir d’être toujours à la pointe de l’innovation. Dans ce cadre, vous aurez la possibilité d’intervenir dans le L@b interne d’Epsilon pour mettre en œuvre des innovations que vous auriez identifiées et qui vous semblent pertinentes pour le développement de l’offre. Vos missions Etre reconnu comme expert sur les offres Data Sciences liées au Digital et Média Détecter des besoins et prendre en charge les avant-ventes Digitales & Média en apportant votre expertise pour développer ce type de projets avec l’aide des équipes commercialesAssurer un rôle de formateur et d’expert sur ces sujets pour la diffusion des compétences dans l’équipe Data Sciences et auprès de nos clients.",Undetermined,data science,Welcome to the Jungle
Consultant Confirmé Data Scientist / Data Analyst (H/F),"Salaire :
Non spécifié",EPSILON FRANCE,CDI,Wasquehal,"Digital Marketing / Data Marketing, Big Data, AdTech / MarTech",https://jobs.smartrecruiters.com/PublicisGroupe/743999929736920-consultant-confirme-data-scientist-data-analyst-h-f-?oga=true,2024/01/17,"Vous intégrerez le Pôle Data Science, constitué de 90 personnes intervenant directement chez le client ou depuis le siège.Nous accompagnons nos clients sur toutes les problématiques métier qui touchent à la Data :- La connaissance client pour accompagner les annonceurs dans la personnalisation et l’optimisation du parcours client (dont la mise en place d’outils de modélisation tels que des segmentations, scores…)-  L’Intelligence Artificielle et la Data Science pour mettre en place des outils permettant d’optimiser les processus d’entreprises et proposer de nouveaux services apporteurs de valeur-  Le développement de l’insight sur des données CRM, Digitales et Média pour apporter une vision 360 aux annonceurs afin de les aider dans leur prise de décision, dans leurs choix d’investissements médias et digitaux (modèles d’attributions et de contribution, MMM…) et dans le développement d’outils permettant d’acquérir des nouvelles cibles à travers des analyses de parcours et des look alike.QUE FAIT UN CONSULTANT CONFIRME DATA SCIENTIST/DATA ANALYST (H/F) - Réalisez des études statistiques (data management, reporting, scoring, segmentation, analyses de résultats d’enquêtes …) adaptées aux besoins de nos clients- Déployez les méthodes de Machine Learning adaptées pour répondre aux problématiques    posées,",Undetermined,data science,Welcome to the Jungle
Responsable Data IoT,"Salaire :
Non spécifié",GROUPE ATLANTIC,CDI,Arcueil,Métallurgie,https://www.groupe-atlantic.fr/rh-profiler/job/S2305RDIOT?source=38,2024/01/17,"Vous souhaitez rejoindre le GROUPE ATLANTIC, leader européen du confort thermique ?Passionné par la data des objets connectés et sensible aux enjeux de sobriété énergétique ?Vous souhaitez mettre vos compétences au service de la connaissance de nos clients et du fonctionnement de nos produits ?Alors devenez responsable data IoT (f/h)VOTRE QUOTIDIENAu sein du service Marketing, vous recueillez et analyser les data en lien avec nos produits connectés (radiateurs/ chauffe-eau) afin de soumettre des recommandations en lien avec les enjeux stratégiques du Groupe.Vos missions :- Définir et animer la roadmap data en lien avec les acteurs internes- Réaliser des études en identifiant et spécifiant les jeux de données pertinents- Vulgariser et diffuser les enseignements- Accompagner un data scientist junior dans son évolution- Animer la communauté de recherche data radiateurs et chauffe-eau- Identifier les outils et logiciels d’analyse et de visualisation de la data et piloter leur développement- Identifier les partenaires techniques marketing ou métier qui vous semblent pertinents, effectuer le suivi de ces partenaires et piloter les livrablesVous avez un diplôme d’ingénieur Data scientist/statisticien avec une spécialisation en marketing et une expérience minimale de 5 ansVous maîtrisez le langage Python et R ainsi qu’un logiciel de gestion de versions décentralisé type GIT/GITlab.Vous avez des connaissances sur un logiciel de visualisation de données (Power Bi).Vous êtes un expert du langage SQL et une capacité avérée à faire parler de grandes quantités de données.Doté d’un bon relationnel, vous aimez le travail en équipe et partager vos connaissances. Volontaire, vous avez le sens de l’initiative et êtes force de proposition dans les missions qui vous sont confiées. Votre sens de l’organisation et votre aisance orale sont des atouts pour réussir dans votre poste.Une expérience de management serait un plus.Vous rejoignez la grande équipe marketing du GROUPE ATLANTIC ! Vous travaillez pour le leader du confort thermique.Le site d’Arcueil (94) regroupe plus de 330 personnes des différentes Directions de la filière Commerce du GROUPE ATLANTIC (Directions Générales, DRH, Commerciales, Marketing amp; Communication) pour la France et l’International. Lieu convivial et moderne, les locaux disposent d’un restaurant d’entreprise, d’une cafétéria, d’espaces de détente et de jeux (instruments à disposition, baby-foot, ping-pong), d’une terrasse panoramique avec terrain de pétanque, où des animations et événements internes sont régulièrement organisés (activités sportives, soirées à thème, random lunch, …).• Rejoindre un Groupe qui fait progresser ses collaborateurs et leur permet de s’épanouir au quotidien dans leur mission.• Intégrer des équipes à l’état d’esprit positif et convivial où l’on sait travailler sérieusement sans se prendre au sérieux.• S’impliquer dans un Groupe qui se préoccupe des enjeux sociétaux et qui s’oriente de plus en plus vers des solutions bas carbone.Contrat : CDILocalisation : Arcueil (94 - RER B)Statut cadre, forfait jour + RTTRestaurant d’entrepriseCharte télétravailPrime de participation, 13ème mois, mutuelle, CSE, téléphone portable professionnelDans le cadre de sa politique diversité, le GROUPE ATLANTIC étudie, à compétences égales, toutes candidatures dont celles de personnes en situation de handicap.Le GROUPE ATLANTIC est reconnu “Top Employer 2023”, label qui récompense les politiques RH d’excellence.",Undetermined,data science,Welcome to the Jungle
Stage - Data Scientist - ML (H/F),"Salaire :
Non spécifié",WITHINGS,Stage,Issy-les-Moulineaux,Objets connectés,https://apply.workable.com/j/77F5CC1106/apply,2024/01/17,"A Withings, nous développons des appareils de santé connectée : nos balances connectées, montres hybrides, tensiomètres, moniteurs de sommeil et tous les dispositifs de notre gamme sont aujourd’hui utilisés par des millions d’utilisateurs. Notre objectif est de permettre la prévention, le dépistage et l’accompagnement d’un certain nombre de maladies chroniques via des produits et des services innovants afin de révolutionner la manière dont on prend soin de notre santé.Au sein de l’équipe Machine Learning, nous développons des algorithmes pour extraire des informations physiologiques et médicales pour nos utilisateurs tel que le SPO2, la fréquence cardiaque, la détection de diverses pathologies comme la fibrillation atriale, l’apnée du sommeil… Nous recherchons un ou une stagiaire motivé.e par des sujets de santé avec des compétences en traitement du signal, en machine learning et en deep learning pour nous aider à concevoir les algorithmes de demain. RequirementsConnaissances et compétences souhaitées :Connaissances théoriques en traitement du signal et en machine learningCompétences informatiques : programmation en Python, première expérience en framework deep learning (Pytorch ou Tensorflow) appréciée, programmation en C est un bonus",Undetermined,data science,Welcome to the Jungle
Stage - Medical Data Scientist (H/F),"Salaire :
Non spécifié",WITHINGS,Stage,Issy-les-Moulineaux,Objets connectés,https://apply.workable.com/j/CE8AD723FA/apply,2024/01/17,"Chez Withings, nous souhaitons redonner aux individus le contrôle de leur santé.Nous avons l’obsession de créer des produits beaux et intuitifs, afin que chacun puisse les utiliser facilement au quotidien; nos balances connectées, montres hybrides, tensiomètres, moniteurs de sommeil et tous les dispositifs de notre gamme sont aujourd’hui utilisés par des millions d’utilisateurs.Notre objectif : permettre la prévention, le dépistage et l’accompagnement d’un certain nombre de maladies chroniques via des produits et des services innovants, afin de révolutionner la manière dont on prend soin de notre santé.Une des particularités des études longitudinales est leur durée, parfois pendant plusieurs décennies. Depuis plus de 15 ans, les utilisateurs Withings prennent des mesures de santé, longitudinales et multivariées. Le but de ce stage est d’évaluer la possibilité de combiner les parcours de vie de cohortes de patients afin de créer des cohortes synthétiques ayant des données sur plusieurs décennies.Sur ce poste à mi-chemin entre les biostatistiques et la recherche en Data Science, tes responsabilités seront les suivantes :Analyse de données, tests statistiques et modélisation (SQL et Python)Lecture, veille et bibliographie d’études scientifiques sur le traitement des données en santé",Undetermined,data science,Welcome to the Jungle
Data Scientist - PhD (H/F),"Salaire :
Non spécifié",WITHINGS,CDI,Issy-les-Moulineaux,Objets connectés,https://apply.workable.com/j/7021C8306D/apply,2024/01/17,"Chez Withings, nous souhaitons redonner aux individus le contrôle de leur santé.Nous avons l’obsession de créer des produits beaux et intuitifs, afin que chacun puisse les utiliser facilement au quotidien; nos balances connectées, montres hybrides, tensiomètres, moniteurs de sommeil et tous les dispositifs de notre gamme sont aujourd’hui utilisés par des millions d’utilisateurs.Notre objectif : permettre la prévention, le dépistage et l’accompagnement d’un certain nombre de maladies chroniques via des produits et des services innovants, afin de révolutionner la manière dont on prend soin de notre santé.Tes missions :Intégré.e au sein de l’équipe Data science, tu auras les responsabilités suivantes:Recherche algorithmique pour analyser les données pertinentes et les partager avec l’équipeRéalisation de prototypes par la mise en pratique des méthodes retenuesImplémentation de services sur la plateforme / produits Withings, en tenant compte des contraintes de ressources et de temps d’exécutionMise en avant de nouvelles fonctionnalités pour les applications et produits WithingsMaintien du lien avec les équipes de Recherche Appliquée et de Développement Produit pour comprendre et exploiter les données recueillies",Undetermined,data science,Welcome to the Jungle
DATA SCIENTIST SENIOR (H/F),"Salaire :
Non spécifié",SNCF CONNECT & TECH,CDI,Paris,"Mobilité, Application mobile, Logiciels, Intelligence artificielle / Machine Learning, Big Data, E-commerce",https://evoyageurs.wd3.myworkdayjobs.com/jobs/job/Paris-CNIT-1/DATA-SCIENTIST-SENIOR--H-F-_R1612/apply?source=WTTJ,2024/01/17,"EnvironnementAu cœur de la direction Produit, vous travaillerez sur différents sujets impactant directement notre business et l’expérience utilisateur.Vous évoluerez au sein d’une équipe pluridisciplinaire, pouvant être amené à utiliser des méthodes agiles et vos projets auront vocation à être mis en production. Pour cela, vous échangerez quotidiennement avec nos Data Scientists, nos Data Engineers ainsi que nos développeurs Référents. Vous serez également en contact étroit avec les équipes métiers et sponsors pour une meilleure activation de vos développements. Missions principalesEn tant que Data Scientist Senior, vous serez en charge :D’identifier proactivement les opportunités Data Science en collaboration avec le business ;De développer des solutions d’IA de bout-en-bout sur le cloud ;D’assurer la valeur et la mesure de la performance (business, opérationnelle et utilisateur) de nos produits IA ;D’alimenter et partager la connaissance et l’expertise technique ;De participer activement à la démocratisation et au rayonnement de l’IA, en interne comme en externe ;",Undetermined,data science,Welcome to the Jungle
Senior Manager Data Science (H/F),"Salaire :
Non spécifié",PUBLICIS FRANCE,CDI,Wasquehal,"Marketing / Communication, Publicité, Digital, Relations publiques, AdTech / MarTech, Evénementiel, Design",https://jobs.smartrecruiters.com/PublicisGroupe/743999929381373-senior-manager-data-science-h-f-?oga=true,2024/01/17,"Le pôle Data Sciences constitué d’environ 90 personnes sur 2 sites (Paris et Lille).Nous accompagnons nos clients sur toutes les problématiques métier qui touchent à la Data :➢ La connaissance client pour aider les annonceurs dans la personnalisation et l’optimisation du parcours client en capitalisant sur l’analyse de la données et la modélisation : Analyse du comportement d’achat des clients, construction de segmentations clients, scores d’appétence, de churn, analyses de sentiments, prévisions➢ L’Intelligence Artificielle pour mettre en place des outils permettant d’optimiser les processus d’entreprise et proposer de nouveaux services apporteurs de valeur : moteurs de recommandation, Moteur de routage automatique d’emails, prédictions de ventes pour optimiser les capacités nécessaires…➢ L’optimisation de l’efficacité et de la performance des entreprises en apportant une vision 360 aux annonceurs par l’analyse des données CRM, Digitales et Média et en les aidant dans leur prise de décision, dans leurs choix d’investissement média et digitaux : modèles d’attributions et de contribution, Marketing Mix Modeling, analyse de sites ecommerce, analyse omnicanale… et dans le développement d’outils leur permettant d’acquérir des nouvelles cibles à travers des analyses de parcours et des look alike.Nous recherchons un Sénior Manager Data Sciences pour piloter les équipes lilloises. ",Undetermined,data science,Welcome to the Jungle
Manager Data Science – Lead Digital et Média (H/F),"Salaire :
Non spécifié",PUBLICIS FRANCE,CDI,Paris,"Marketing / Communication, Publicité, Digital, Relations publiques, AdTech / MarTech, Evénementiel, Design",https://jobs.smartrecruiters.com/PublicisGroupe/743999929694438-manager-data-science-lead-digital-et-media-h-f-?oga=true,2024/01/17,"Le pôle Data Sciences constitué d’environ 90 personnes sur 2 sites (Paris et Lille).Nous accompagnons nos clients sur toutes les problématiques métier qui touchent à la Data :La connaissance client pour aider les annonceurs dans la personnalisation et l’optimisation du parcours client en capitalisant sur l’analyse de la données et la modélisation : Analyse du comportement d’achat des clients, construction de segmentations clients, scores d’appétence, de churn, analyses de sentiments, prévisionsL’Intelligence Artificielle pour mettre en place des outils permettant d’optimiser les processus d’entreprise et proposer de nouveaux services apporteurs de valeur : moteurs de recommandation ou de substitution, Moteur de routage automatique d’emails, prédictions de ventes pour optimiser les capacités nécessaires…L’optimisation de l’efficacité et de la performance des entreprises en apportant une vision 360 aux annonceurs par l’analyse des données CRM, Digitales et Média et en les aidant dans leur prise de décision, dans leurs choix d’investissement média et digitaux : modèles d’attributions et de contribution, Marketing Mix Modeling, analyse de sites e-commerce, analyse omnicanale… et dans le développement d’outils leur permettant d’acquérir des nouvelles cibles à travers des analyses de parcours et des look alike.Nous recherchons un Manager Data Sciences sur les problématiques Digitales et Média.",Undetermined,data science,Welcome to the Jungle
Senior Manager Data Strategist (H/F),"Salaire :
Non spécifié",PUBLICIS FRANCE,CDI,Paris,"Marketing / Communication, Publicité, Digital, Relations publiques, AdTech / MarTech, Evénementiel, Design",https://jobs.smartrecruiters.com/PublicisGroupe/743999938204953-senior-manager-data-strategist-h-f-?oga=true,2024/01/17," CapabilityL'équipe Data est composée d'une quinzaine de collaborateurs regroupant Data Scientists, Data Engineers, Data Analysts et Data Strategists, travaillant sur la co-construction d'outils générant de la valeur à partir de la donnée de nos clients. Si vous aussi, vous partagez cette vision et souhaitez profiter et contribuer à notre communauté internationale sur le sujet, rejoignez-nous ! Description du posteNous recherchons une personne enthousiaste à l'idée de rejoindre une communauté Data talentueuse et passionnée, s’inscrivant dans une dynamique de collaboration et d'apprentissage permanent.En tant que Senior Manager Data Strategist, vous serez directement rattaché(e) au directeur du pôle Data, et votre rôle sera d’accompagner nos clients, ainsi que nos équipes en interne, sur l’ensemble des enjeux liés à la donnée. Cela correspondra, entre autres à :Développer l’offre Data Strategy",Undetermined,data science,Welcome to the Jungle
Consultant Confirmé Data Scientist / Data Analyst (H/F),"Salaire :
Non spécifié",PUBLICIS FRANCE,CDI,Wasquehal,"Marketing / Communication, Publicité, Digital, Relations publiques, AdTech / MarTech, Evénementiel, Design",https://jobs.smartrecruiters.com/PublicisGroupe/743999929736920-consultant-confirme-data-scientist-data-analyst-h-f-?oga=true,2024/01/17,"Vous intégrerez le Pôle Data Science, constitué de 90 personnes intervenant directement chez le client ou depuis le siège.Nous accompagnons nos clients sur toutes les problématiques métier qui touchent à la Data :- La connaissance client pour accompagner les annonceurs dans la personnalisation et l’optimisation du parcours client (dont la mise en place d’outils de modélisation tels que des segmentations, scores…)-  L’Intelligence Artificielle et la Data Science pour mettre en place des outils permettant d’optimiser les processus d’entreprises et proposer de nouveaux services apporteurs de valeur-  Le développement de l’insight sur des données CRM, Digitales et Média pour apporter une vision 360 aux annonceurs afin de les aider dans leur prise de décision, dans leurs choix d’investissements médias et digitaux (modèles d’attributions et de contribution, MMM…) et dans le développement d’outils permettant d’acquérir des nouvelles cibles à travers des analyses de parcours et des look alike.QUE FAIT UN CONSULTANT CONFIRME DATA SCIENTIST/DATA ANALYST (H/F) - Réalisez des études statistiques (data management, reporting, scoring, segmentation, analyses de résultats d’enquêtes …) adaptées aux besoins de nos clients- Déployez les méthodes de Machine Learning adaptées pour répondre aux problématiques    posées,",Undetermined,data science,Welcome to the Jungle
